auction max stop today
41.03 11.56 12.69 11.50
-- -- -- --
-- -- -- --
-- -- -- --
19.32 13.30 14.65 13.23
15.89 7.28 7.82 7.08
7.70 20.73 21.12 19.30
11.42 13.66 14.87 13.50
24.64 29.68 31.58 28.70
1.44 14.81 16.29 14.75
30.17 13.98 13.98 12.55
11.97 8.12 8.79 7.93
27.94 7.65 8.01 7.22
16.21 6.12 6.77 6.12
33.56 7.45 7.92 7.17
25.38 47.45 51.37 46.59
27.54 16.73 17.86 16.18
15.65 5.09 5.57 5.01
2.15 9.43 10.45 9.43
22.02 7.75 8.37 7.50
21.88 7.54 8.27 7.47
29.78 3.82 4.06 3.69
12.03 9.31 10.11 9.14
8.09 4.71 5.12 4.65
20.18 11.30 12.29 11.17
48.82 8.94 9.83 8.94
8.74 9.90 10.93 9.80
23.21 7.32 7.88 7.08
-- -- 4.12 --
14.44 5.57 6.08 5.48
20.01 6.33 7.00 6.27
25.76 16.42 18.11 16.35
37.24 9.93 11.04 9.93
21.33 6.85 7.48 6.72
43.17 8.51 9.13 8.29
17.87 7.49 8.13 7.31
9.82 11.97 13.23 11.90
5.10 11.25 12.25 11.14
53.77 9.30 10.10 9.17
28.87 6.59 6.81 6.41
19.42 4.72 5.17 4.68
2.60 13.46 14.75 13.28
27.27 5.36 5.91 5.36
16.84 10.05 11.10 10.04
47.64 7.57 7.57 6.83
4.59 7.74 8.39 7.74
51.97 12.49 12.49 11.14
205.29 10.69 10.69 9.71
19.03 9.59 10.64 9.56
7.98 10.21 10.78 9.80
52.68 2.19 2.19 2.14
18.51 8.15 8.99 8.15
8.09 5.51 6.05 5.50
27.52 5.37 5.82 5.26
37.33 19.82 21.74 19.70
3.25 14.20 15.62 14.13
9.45 8.61 9.51 8.60
7.15 12.95 13.59 12.17
11.14 21.75 23.98 21.32
131.14 16.05 16.06 14.05
6.74 12.35 13.67 12.34
2.68 40.32 43.97 39.97
13.01 6.38 7.02 6.34
13.03 3.18 3.31 3.15
16.79 14.10 15.13 13.65
10.64 11.60 12.63 11.53
107.17 11.28 11.57 10.67
12.59 4.39 4.80 4.34
9.63 10.19 11.03 9.92
28.95 8.65 9.05 8.22
11.75 19.12 20.90 18.85
23.91 6.36 6.82 6.09
14.27 4.80 5.30 4.78
23.88 23.48 25.58 23.23
1.95 12.47 13.51 12.28
56.70 5.39 5.64 5.19
46.71 12.45 13.76 12.36
24.57 3.41 3.50 3.30
14.25 7.41 8.12 7.34
70.83 11.94 13.18 11.60
30.16 7.45 8.17 7.36
41.49 9.03 9.61 8.77
61.97 19.60 21.59 19.09
14.28 10.71 11.87 10.71
8.06 5.53 5.96 5.41
-- -- 11.15 --
13.88 7.58 8.28 7.54
15.78 11.25 12.44 11.23
15.46 5.82 6.38 5.72
32.84 4.73 5.17 4.66
15.52 7.04 7.65 6.96
49.74 6.25 6.79 5.90
11.11 9.91 10.33 9.37
10.55 23.90 25.85 23.45
42.67 5.74 6.31 5.65
183.69 7.47 8.55 7.35
62.22 5.76 6.37 5.75
2.14 13.57 14.88 13.52
3.73 4.79 4.82 4.58
8.45 20.52 20.56 19.85
71.46 15.74 16.34 14.72
7.01 32.20 34.36 31.54
6.45 11.56 12.45 11.23
19.05 18.09 18.09 17.23
197.71 6.25 6.75 6.13
7.35 6.85 7.29 6.63
12.73 9.40 10.42 9.40
25.49 11.98 12.03 10.80
2.45 14.43 15.31 14.10
8.66 8.11 9.13 8.03
4.85 8.30 9.08 8.20
8.73 9.34 10.13 9.13
3.51 20.20 21.66 20.20
7.57 14.48 16.04 14.41
7.81 6.21 6.70 6.07
4.31 16.48 18.01 16.42
9.75 10.98 12.02 10.75
7.63 8.61 9.12 8.31
68.52 7.11 7.85 7.10
76.09 4.18 4.18 3.77
27.57 12.09 13.18 11.90
18.28 13.16 14.78 13.02
10.57 26.60 28.28 25.77
16.33 5.72 6.47 5.68
25.21 6.94 7.62 6.85
25.52 9.72 10.59 9.63
30.61 36.64 39.82 36.25
14.54 10.58 11.06 10.07
24.21 13.46 14.69 13.29
41.56 16.82 18.51 16.73
74.87 2.80 2.96 2.68
29.96 10.23 11.25 10.12
18.75 20.72 22.89 20.50
27.36 5.74 6.24 5.72
57.11 5.82 5.82 5.24
13.29 10.15 11.22 10.10
19.75 5.22 5.73 5.21
2.68 10.29 11.31 10.25
53.14 6.12 6.61 5.91
48.16 10.30 11.01 9.81
132.64 10.73 11.03 9.90
5.01 17.24 19.03 17.24
10.24 12.79 13.90 12.72
65.61 4.25 4.38 3.98
20.93 18.97 20.35 18.44
26.07 2.71 2.71 2.56
10.94 3.35 3.40 3.21
29.75 14.18 15.33 13.76
52.63 2.52 2.53 2.38
17.31 15.00 16.73 15.00
64.02 5.49 5.63 5.07
7.09 33.50 36.85 33.50
34.78 3.53 3.80 3.45
20.71 6.02 6.35 5.71
16.88 6.03 6.36 5.71
2.68 15.55 16.81 15.28
29.67 4.43 4.72 4.26
10.09 8.62 9.34 8.40
23.23 9.63 10.60 9.51
48.45 5.17 5.74 5.12
4.20 11.18 12.22 11.15
10.38 4.58 5.01 4.51
15.82 6.29 6.92 6.24
22.05 6.34 7.01 6.20
6.62 8.15 8.71 7.82
4.67 33.77 33.91 30.71
4.96 6.26 6.75 6.14
17.99 8.31 9.17 8.31
18.19 28.50 30.76 27.85
5.03 9.89 10.99 9.88
11.36 7.43 8.11 7.39
8.79 8.19 9.03 8.15
7.21 8.24 9.02 8.13
9.97 11.27 11.76 10.61
63.77 16.83 18.19 16.23
53.27 3.68 3.86 3.47
6.02 4.44 4.61 4.39
89.72 9.68 10.52 9.40
15.79 10.20 11.30 10.18
58.48 8.28 9.19 8.24
5.15 26.48 28.45 25.78
15.61 4.02 4.40 3.99
16.78 10.74 11.55 10.48
7.08 16.18 17.84 16.00
10.19 18.79 20.76 18.75
-- -- 1.38 --
2.52 12.65 13.79 12.54
42.10 4.13 4.37 3.97
10.12 9.52 10.37 9.50
27.55 9.15 9.34 8.50
6.08 6.23 6.91 6.18
3.61 11.40 12.55 11.40
27.71 8.98 9.24 8.34
12.20 8.07 8.82 8.07
3.37 7.43 8.13 7.39
25.44 11.56 12.73 11.56
16.40 4.72 5.19 4.65
14.66 5.90 6.39 5.82
5.57 16.30 17.89 16.30
24.58 4.31 4.77 4.29
24.83 7.91 7.91 7.13
9.76 7.62 8.32 7.48
38.85 6.14 6.45 5.85
46.18 11.71 13.23 11.55
10.30 7.20 7.74 7.06
12.74 14.78 16.28 14.70
31.60 11.01 12.10 11.00
8.54 6.58 7.12 6.46
10.22 4.94 5.41 4.88
6.00 18.80 20.03 18.80
15.86 13.96 14.75 13.22
22.92 14.80 15.91 14.26
36.62 9.30 9.66 8.78
11.06 37.76 40.93 37.11
27.99 10.28 11.52 10.26
17.14 22.13 23.06 21.07
7.41 67.30 73.97 66.88
5.51 20.88 22.70 20.66
14.36 3.85 4.20 3.77
6.87 6.96 7.60 6.90
13.68 17.11 18.92 17.10
12.26 13.63 14.97 13.53
67.71 6.12 6.63 5.96
28.20 7.87 8.56 7.80
9.33 12.99 14.33 12.99
9.63 6.58 6.93 6.43
7.01 14.81 16.35 14.81
9.75 15.98 17.34 15.47
10.96 4.21 4.62 4.17
2.52 11.95 13.13 11.91
9482手 16.45 17.83 16.28
27.63 7.50 7.62 7.01
43.75 4.14 4.58 4.11
15.13 10.71 11.77 10.55
5.72 6.82 7.33 6.63
79.51 26.77 27.62 24.97
8.30 7.14 7.67 6.92
21.10 16.72 18.07 16.49
36.93 9.54 10.52 9.45
10.98 28.38 30.97 28.06
7.61 19.73 21.23 19.26
19.58 7.71 8.49 7.61
11.25 29.01 30.91 28.16
39.35 35.34 38.87 35.10
10.26 8.92 9.83 8.75
100.81 5.72 6.07 5.30
12.34 15.50 16.05 14.59
9.78 4.41 4.81 4.33
24.50 4.86 5.37 4.86
12.78 32.20 35.24 31.80
20.26 7.58 8.27 7.47
44.18 3.59 3.93 3.57
3.39 17.70 17.87 17.20
43.06 3.25 3.60 3.24
21.00 7.60 8.16 7.38
29.38 6.73 7.03 6.36
13.12 8.46 8.93 8.08
18.24 5.43 5.98 5.43
78.92 5.54 5.64 5.11
4.31 8.13 8.91 8.09
12.81 28.03 30.86 28.00
89.46 18.88 19.38 17.15
7.56 8.17 8.99 8.11
9.16 12.46 13.56 12.36
101.31 4.21 4.73 4.21
78.48 6.37 6.49 6.15
12.17 12.88 14.21 12.75
8.34 4.86 5.25 4.73
9.45 5.71 6.17 5.55
11.94 6.58 7.21 6.50
156.75 14.52 16.17 14.52
11.00 10.55 11.58 10.53
29.62 23.22 24.55 22.38
23.90 8.03 8.88 8.00
46.56 12.37 13.45 12.11
44.76 17.48 17.55 15.70
32.32 10.38 11.44 10.38
19.06 36.95 40.71 36.90
9.97 26.02 28.60 25.97
12.77 7.43 8.23 7.40
17.12 12.22 12.55 11.75
15.05 10.30 11.39 10.29
21.63 25.53 27.39 24.85
12.58 6.36 6.91 6.22
140.23 2.65 2.94 2.60
14.26 6.88 7.35 6.76
41.73 6.20 6.35 5.72
20.59 6.74 7.25 6.58
13.77 4.84 5.21 4.71
11.23 7.84 8.67 7.84
10.81 9.00 9.92 8.86
4.99 4.91 5.38 4.88
85.37 11.76 11.76 10.55
9.05 5.37 5.93 5.35
28.93 10.47 11.39 10.29
6.91 6.59 7.21 6.51
17.59 3.94 4.28 3.89
52.19 8.68 9.08 8.25
66.07 9.94 10.88 9.75
25.38 4.90 5.30 4.78
22.07 4.68 5.07 4.55
32.63 2.25 2.48 2.24
186.47 8.27 8.29 7.88
14.50 31.46 33.13 30.06
16.02 33.00 36.49 32.20
56.94 3.15 3.44 3.10
45.02 5.25 5.57 5.02
31.59 10.15 10.55 9.70
27.56 6.15 6.67 6.08
6.41 6.32 6.85 6.23
25.55 3.65 3.92 3.54
54.20 4.70 5.16 4.70
6.81 12.70 13.99 12.70
35.85 5.06 5.31 4.79
5.10 8.96 9.70 8.79
15.82 6.87 7.29 6.63
49.47 4.85 4.94 4.53
18.83 5.86 6.40 5.78
6.91 7.49 8.21 7.49
7.95 9.17 10.02 9.00
30.94 13.35 14.18 12.73
4.15 7.29 8.02 7.26
5.25 11.30 12.50 11.30
11.97 12.95 14.12 12.81
10.40 5.87 6.51 5.87
7.81 6.09 6.64 6.04
8.41 9.31 10.08 9.11
1.71 15.34 16.93 15.23
8.56 15.70 17.30 15.62
11.55 7.85 8.38 7.60
9.87 5.92 6.49 5.87
10.58 7.44 8.21 7.36
33.65 5.39 5.79 5.30
10.14 6.63 7.25 6.50
7.57 8.57 9.59 8.52
7.96 7.61 8.39 7.56
21.74 13.43 14.60 13.35
11.28 23.45 25.38 23.07
19.88 21.55 23.76 21.55
10.21 6.42 7.10 6.31
37.57 7.15 7.68 6.90
22.50 6.43 6.95 6.32
139.24 22.63 23.83 20.90
14.18 8.60 8.87 7.92
19.59 13.72 14.80 13.39
4.18 17.49 18.40 16.79
4.30 12.57 13.94 12.57
18.49 7.92 8.38 7.81
11.01 25.05 27.17 24.65
9.21 6.47 6.94 6.27
31.31 9.16 9.44 8.61
3.97 14.06 15.51 14.06
4.48 13.43 14.73 13.43
8.37 11.87 13.16 11.83
8.90 6.61 7.27 6.61
27.14 10.76 10.76 10.00
24.23 8.05 8.69 7.78
22.40 7.02 7.78 6.98
20.41 5.74 6.18 5.57
22.50 9.67 10.12 9.05
17.65 56.30 60.42 54.95
2.79 22.08 23.67 21.35
94.72 12.25 12.90 11.45
4.11 8.34 9.19 8.31
4.42 13.05 14.22 12.90
149.47 5.79 6.20 5.54
20.45 18.20 19.91 17.96
9.43 18.92 20.58 18.60
12.53 2.29 2.36 2.25
31.44 8.28 8.87 8.05
465.25 2.77 2.77 2.77
81.82 5.06 5.18 4.79
13.81 3.78 3.98 3.60
5.84 7.11 7.85 7.11
160.78 7.00 7.03 6.10
10.03 17.48 19.26 17.31
41.98 4.83 5.32 4.83
4.19 7.73 8.49 7.67
3.10 24.42 26.40 23.90
95.23 5.70 6.04 5.43
2.14 18.34 20.20 18.28
11.00 29.89 32.46 29.49
9.37 12.45 13.60 12.31
50.25 6.49 6.86 6.18
208.40 4.03 4.03 3.70
6.09 8.78 9.61 8.62
5.45 9.02 9.79 8.92
4.31 10.96 12.23 10.90
20.81 16.65 18.51 16.38
8.63 9.91 10.98 9.86
45.45 3.26 3.52 3.18
99.26 15.20 16.28 14.17
33.45 12.44 13.77 12.41
19.29 7.36 8.01 7.19
10.86 12.47 13.79 12.47
5.39 9.64 10.26 9.33
2.52 13.80 15.19 13.75
41.80 4.67 4.98 4.47
4.88 5.72 6.29 5.65
13.19 5.27 5.89 5.23
5.88 15.17 16.20 14.84
9.33 4.95 5.44 4.91
41.72 7.42 7.62 6.86
20.65 10.50 10.67 9.60
10.16 8.11 9.02 8.01
3.51 17.74 19.07 17.42
55.84 5.65 5.82 5.23
36.53 17.32 17.32 15.99
148.27 5.45 5.76 5.20
12.47 5.28 5.73 5.13
2.93 8.95 9.63 8.80
85.05 7.22 8.02 7.10
8.35 14.56 15.54 14.12
32.88 14.54 16.06 14.54
6.84 5.71 6.22 5.59
5.41 14.08 15.38 13.86
42.73 4.18 4.31 3.87
2.41 25.10 27.17 24.55
123.53 6.25 6.28 5.81
7.24 5.85 6.28 5.70
6.10 6.83 7.51 6.78
2.20 7.85 8.67 7.82
8.50 6.06 6.48 5.88
12.92 5.23 5.76 5.22
4.28 27.23 29.94 27.13
5.26 9.23 10.21 9.23
22.61 5.11 5.62 5.04
36.97 5.47 5.75 5.20
15.09 13.79 14.44 13.08
17.46 6.08 6.56 5.98
20.66 9.26 9.90 9.00
9.11 11.09 12.26 11.00
36.22 6.29 6.95 6.28
70.13 6.20 6.40 5.82
86.76 8.35 8.35 7.70
3.12 14.30 15.53 14.20
9.61 7.93 8.72 7.92
10.37 9.52 10.49 9.43
5.05 31.90 35.32 31.90
43.92 5.00 5.44 4.82
2.04 19.19 20.85 18.92
55.39 8.44 9.06 8.23
24.71 10.38 11.03 10.15
1.03 33.78 36.25 33.01
4.09 13.80 15.30 13.79
29.58 7.36 7.82 6.99
2.80 17.95 19.71 17.80
2.89 6.95 7.62 6.95
8.33 10.56 11.89 10.56
6.79 9.85 10.92 9.73
8.73 29.30 33.81 29.00
2.17 19.51 21.02 18.99
31.04 27.86 29.71 26.28
9016手 29.13 31.80 29.00
65.15 19.98 21.10 19.16
4.85 19.85 21.65 19.75
23.37 22.87 25.29 22.68
9.15 16.28 17.97 16.27
37.18 9.56 9.56 8.60
5.86 7.41 8.14 7.34
10.58 15.54 17.00 15.41
5.92 10.98 12.13 10.95
15.47 13.17 13.17 11.75
3.15 28.25 31.13 28.25
4.84 11.57 12.73 11.57
3.02 16.75 18.29 16.54
2.36 33.88 36.72 33.33
5.68 10.17 11.09 10.08
3.28 20.64 22.73 20.40
-- -- 21.81 --
32.44 7.17 7.36 6.63
2.37 17.50 18.81 17.01
7.83 12.80 13.95 12.60
5.46 8.37 9.17 8.26
1.86 51.97 56.36 50.34
2.86 26.18 28.40 25.96
1.92 38.77 42.63 38.60
1.23 21.60 23.39 21.30
4.29 22.36 22.90 20.79
1.76 18.05 19.80 17.90
4.02 14.95 16.39 14.90
16.96 12.94 13.60 12.53
6.51 12.66 12.66 11.28
13.72 10.11 10.36 9.47
7.27 9.65 10.42 9.35
1.99 18.66 20.52 18.50
4.28 13.82 14.85 13.51
3.24 12.82 14.10 12.70
140.70 8.26 9.01 8.10
5.00 28.27 29.24 26.25
2.36 16.85 17.93 16.15
7196手 28.15 30.60 27.82
7466手 24.86 27.17 24.80
3.76 26.77 29.17 26.38
4.16 25.07 26.96 25.05
8.02 22.18 22.98 20.98
20.25 6.53 7.19 6.44
2.54 21.76 23.99 21.52
2.60 57.99 62.06 56.43
5.32 36.36 39.81 35.53
9430手 22.34 24.52 22.00
2.10 26.97 29.48 26.72
1.78 14.64 16.15 14.55
9.34 6.38 7.02 6.37
4.62 15.05 16.65 15.05
7.55 20.41 21.23 19.20
7.13 13.22 13.97 12.73
2.69 17.55 19.34 17.55
2.44 55.33 60.26 54.94
6790手 49.79 53.23 47.99
5396手 48.05 52.44 47.67
2.09 16.00 17.55 15.73
3.32 20.53 22.36 20.12
1.44 21.12 22.96 20.90
35.64 7.04 7.78 7.00
4.58 19.05 21.10 19.04
1.46 77.28 84.48 76.80
2.56 21.80 23.79 21.55
3.88 17.04 18.60 16.93
15.16 16.14 16.14 14.41
3.81 28.96 30.69 27.90
2.03 17.27 18.85 17.00
2.13 24.40 26.45 23.97
3.53 36.20 39.38 35.76
2.91 17.05 18.51 16.70
5.35 11.74 12.54 11.41
1.83 15.00 16.37 15.00
2.49 18.80 20.14 18.14
3.80 28.75 31.88 28.41
5.85 7.41 8.17 7.37
7.74 39.07 39.16 35.68
5.50 23.39 25.82 23.02
2.73 13.34 14.69 13.25
1.82 36.88 39.49 35.53
1.25 20.48 22.11 19.93
3.60 28.30 29.77 27.05
1.66 23.52 25.50 23.17
2.86 25.16 27.82 25.00
5.05 21.12 21.34 19.10
2.38 44.61 47.00 42.80
5.68 17.52 19.33 17.19
6457手 31.68 34.87 31.35
2.87 17.05 18.86 16.95
10.43 12.87 13.33 12.50
2.68 30.76 33.53 30.40
2.56 22.80 25.16 22.20
1.81 23.27 25.59 23.26
2.21 28.50 31.08 28.08
1.35 23.64 25.63 23.64
3.13 52.10 58.39 51.90
9.76 15.38 15.99 14.60
1.34 36.59 40.21 36.19
3.38 17.84 19.03 17.10
3.19 17.17 18.66 16.82
9.66 16.15 16.82 15.20
3.94 19.94 22.06 19.94
8.62 20.73 22.39 20.35
6.48 12.94 14.28 12.67
11.01 24.50 25.51 23.00
3.84 23.33 25.66 23.33
4.82 14.99 16.49 14.99
2.07 18.20 19.94 18.00
2.83 123.50 136.51 121.76
2.50 27.25 29.89 27.22
75.77 5.13 5.86 5.13
26.83 28.28 30.45 27.38
48.06 5.43 5.43 5.10
17.54 4.80 5.18 4.66
14.81 16.50 18.01 16.06
58.88 4.53 4.83 4.29
13.06 17.48 18.63 16.86
3.68 17.80 18.30 16.75
13.47 34.83 37.95 34.83
124.05 13.34 14.80 13.34
19.27 6.20 6.84 6.16
4.95 8.14 8.87 8.01
31.83 10.34 11.54 10.30
19.11 7.37 7.88 7.13
10.44 4.82 5.29 4.71
10.29 7.45 7.89 7.23
83.90 6.00 6.66 5.91
6.38 6.69 6.78 6.11
41.34 3.85 4.05 3.65
18.07 119.49 140.58 116.00
6.81 14.94 16.20 14.70
19.19 6.30 6.83 6.28
11.16 27.09 29.39 26.46
20.64 13.44 14.43 13.29
57.55 5.89 5.89 5.30
2.11 19.78 21.66 19.68
21.70 6.69 7.12 6.50
103.61 9.79 10.09 9.23
9.29 10.65 11.80 10.62
15.19 18.30 19.84 17.57
8.56 17.76 19.46 17.45
7.86 12.30 13.83 12.20
30.67 7.19 7.48 6.83
13.25 7.76 8.64 7.60
12.42 10.28 11.34 10.16
14.85 9.16 10.09 9.05
3.66 6.83 7.52 6.79
20.85 8.70 9.26 8.50
44.19 5.56 6.14 5.55
293.66 19.76 21.89 19.73
14.77 9.59 10.67 9.59
39.33 4.06 4.20 3.84
87.23 5.43 5.43 4.93
5.82 15.43 16.81 15.29
68.61 9.64 10.87 9.64
34.38 4.78 4.88 4.34
49.24 10.71 12.10 10.71
20.48 28.49 30.29 27.70
35.45 5.26 5.53 4.98
11.33 13.64 14.80 13.39
24.65 6.88 7.29 6.63
33.45 9.44 10.52 9.29
17.25 11.19 12.18 10.96
6.73 11.53 12.61 11.46
17.77 6.52 7.38 6.51
35.01 19.79 22.20 19.01
4.97 8.34 9.13 8.29
151.72 2.85 2.85 2.50
112.71 6.78 6.92 6.20
8.40 8.37 9.02 8.10
11.90 13.09 14.49 12.87
186.96 12.67 13.01 11.70
14.38 12.66 14.03 12.63
8.26 5.30 5.82 5.29
2.00 20.68 22.59 20.27
177.34 8.72 8.72 7.74
15.37 2.90 3.16 2.90
11.51 9.57 10.52 9.15
38.10 18.57 19.55 17.58
13.20 12.89 14.06 12.78
138.25 2.08 2.15 1.90
18.00 4.95 5.30 4.79
32.99 11.63 12.73 11.63
19.73 16.38 16.38 14.99
5.88 8.33 9.35 8.31
14.85 11.65 12.62 11.45
9.33 13.82 14.54 13.72
27.67 28.59 31.23 28.01
20.21 15.78 17.62 15.55
27.67 7.59 7.59 7.00
3.09 13.71 15.07 13.69
28.11 5.01 5.52 4.96
23.69 5.40 5.64 5.13
10.04 16.98 18.72 16.98
9.32 15.53 17.11 15.34
20.78 8.10 8.99 8.08
20.90 15.30 17.11 15.30
10.68 7.89 8.53 7.72
32.93 13.62 14.64 13.20
4.16 9.08 9.97 9.04
21.95 28.77 30.62 27.95
8.36 9.34 10.54 9.34
10.64 23.22 25.54 23.16
15.42 22.30 24.28 21.99
28.95 8.81 9.08 8.22
28.33 5.26 5.81 5.23
8.28 18.30 19.71 17.78
10.50 5.78 6.41 5.75
4.83 6.85 7.37 6.70
14.83 9.48 10.11 9.19
7.98 6.74 7.26 6.56
10.51 6.16 6.57 5.92
20.65 5.79 6.45 5.76
80.71 6.64 7.66 6.46
16.88 4.53 4.80 4.42
5.81 15.24 16.71 15.24
12.11 4.43 4.68 4.26
23.43 8.05 8.95 8.01
38.87 6.79 6.79 6.12
23.84 15.47 16.36 15.05
27.86 17.20 18.98 17.20
27.81 17.75 19.27 17.61
28.04 11.40 11.79 10.65
16.74 6.10 6.55 5.88
9.35 32.20 33.37 29.20
33.24 7.32 7.44 6.83
17.30 14.73 16.37 14.73
38.65 10.66 12.40 10.49
5.39 15.47 16.96 15.23
10.88 12.67 14.03 12.67
73.68 2.40 2.57 2.33
-- -- -- --
46.37 7.74 7.83 7.10
10.74 4.25 4.69 4.21
10.15 7.15 7.70 6.93
3.70 18.25 20.24 18.21
94.06 8.03 8.03 7.32
5.00 10.59 11.69 10.56
35.32 11.69 11.90 10.78
5.76 10.21 10.21 9.98
20.14 10.15 11.15 10.10
13.08 29.96 31.75 29.05
2.66 17.48 18.89 17.17
35.30 7.98 7.98 7.78
13.86 13.72 14.74 13.53
19.37 8.00 9.02 7.99
11.26 5.13 5.54 4.97
16.07 7.64 7.82 7.06
8.06 32.34 35.15 32.06
21.06 8.83 9.81 8.75
8.53 7.31 8.00 7.21
33.71 4.45 4.65 4.23
6.54 8.76 9.56 8.69
18.09 17.30 19.47 17.30
6.09 7.01 7.71 7.01
4.91 85.01 87.88 80.30
37.81 8.10 8.82 7.84
7.73 11.95 13.23 11.88
14.65 6.44 6.94 6.31
8.47 15.16 16.07 14.97
4.38 12.11 13.21 12.10
6.77 41.44 45.30 40.10
9.88 17.70 18.43 16.80
22.69 9.67 9.67 8.75
15.61 7.45 8.13 7.33
12.66 5.18 5.62 5.11
2.08 10.63 11.66 10.63
8.86 22.78 24.17 22.00
3.62 15.35 16.81 14.76
22.29 4.64 5.14 4.52
6.80 9.98 10.88 9.79
9.30 7.88 8.59 7.76
35.90 21.92 21.92 20.00
52.73 8.80 9.93 8.80
10.94 13.40 14.63 13.40
37.62 15.85 17.19 15.53
18.43 10.71 10.71 9.80
57.84 9.09 9.98 8.90
37.43 4.65 5.20 4.64
91.98 4.59 4.81 4.41
3.01 12.99 14.38 12.99
29.25 7.00 7.49 6.35
13.60 9.30 9.75 8.93
23.43 6.69 7.27 6.56
7.95 6.65 7.39 6.65
126.33 8.14 8.39 7.42
15.02 6.35 7.14 6.33
34.35 10.89 10.89 9.84
5.02 22.49 24.18 22.12
23.69 11.98 13.12 11.80
1.02 13.32 13.32 13.32
8.75 14.49 15.95 14.06
2.63 7.89 8.67 7.86
20.02 8.13 8.97 7.97
9.52 32.00 33.19 30.17
10.17 6.95 7.73 6.88
4.34 14.32 15.42 13.97
5.44 5.71 6.26 5.67
8.91 16.07 17.83 16.07
1.26 11.38 12.45 11.25
76.29 5.26 6.02 5.16
11.67 6.93 7.49 6.78
71.49 4.75 4.85 4.48
4.07 9.74 10.51 9.63
4.43 32.24 33.54 30.53
24.68 7.50 8.17 7.38
7.34 14.08 15.14 13.66
17.28 4.95 5.23 4.69
13.46 10.95 12.28 10.95
23.13 3.81 4.19 3.74
28.29 5.11 5.44 4.92
2.70 53.88 58.92 53.72
22.88 8.60 9.47 8.51
27.24 6.68 7.22 6.52
12.77 8.56 9.53 8.30
6.09 7.30 8.11 7.20
4.75 10.54 11.61 10.53
109.10 4.34 4.58 4.23
27.95 14.03 15.17 13.65
14.46 6.32 6.92 6.27
2.46 17.39 19.27 17.15
21.61 15.18 16.15 14.50
49.13 8.80 10.20 8.80
101.20 5.51 6.19 5.25
12.23 11.60 12.43 11.30
3.16 25.42 27.89 25.15
17.75 10.25 10.86 9.93
2.98 9.60 10.54 9.54
6.28 22.89 24.88 22.88
31.15 5.77 6.25 5.64
17.97 10.89 11.88 10.79
27.87 9.07 9.48 8.60
21.03 5.71 6.20 5.58
17.79 12.34 12.34 11.22
26.77 13.55 15.05 13.51
4.13 6.90 7.39 6.85
28.26 8.37 9.24 8.37
4.05 13.80 15.26 13.80
11.81 26.48 28.63 25.75
5.99 7.69 8.49 7.59
43.61 6.30 6.70 6.15
34.42 14.15 14.77 13.65
2.65 11.75 12.79 11.72
1.78 47.07 50.53 45.73
18.01 9.87 10.45 9.75
31.12 9.00 9.82 9.00
2.94 9.75 10.55 9.55
35.76 6.24 6.49 5.82
11.21 9.24 10.09 9.11
15.03 9.50 10.60 9.50
109.47 5.70 5.70 5.22
16.06 18.37 20.87 18.23
5.58 8.22 8.68 7.94
13.50 5.67 6.19 5.63
29.25 14.88 16.54 14.80
9.44 25.32 26.84 24.56
3.95 10.50 11.61 10.48
4.92 8.22 8.95 8.22
13.02 19.51 20.79 18.58
6.45 14.44 15.98 14.39
5.13 8.99 9.65 8.62
5.66 11.10 12.23 11.10
10.68 10.88 12.07 10.87
5.41 8.42 9.28 8.42
2.48 21.45 23.62 21.20
3.94 19.96 21.88 19.90
3.86 19.43 19.43 18.76
5.51 24.40 26.13 23.50
5.37 23.78 25.87 23.52
16.72 15.58 16.52 14.90
3.87 11.00 12.16 10.88
8.21 6.57 7.12 6.45
5.21 15.79 17.49 15.32
5.50 10.47 11.03 10.10
4.47 17.67 19.36 17.58
10.38 21.45 23.32 21.18
37.72 17.99 20.75 17.97
7.81 27.50 29.18 26.85
8.47 8.82 9.74 8.81
9.45 24.20 27.72 23.94
12.98 8.26 8.98 8.00
8.95 12.69 13.94 12.55
8.66 20.75 22.83 20.74
44.51 7.08 7.29 6.70
2.47 15.22 16.59 14.82
4.76 13.15 14.41 13.10
7.06 10.57 11.14 10.01
13.89 10.75 11.62 10.50
10.84 7.35 7.77 7.06
5.26 17.34 17.34 17.10
1.34 29.48 31.78 28.88
6.26 23.33 25.43 22.69
5.35 17.49 18.75 16.90
21.66 9.09 9.37 8.55
2.04 16.54 17.37 15.80
4.56 17.42 19.17 17.42
1.77 14.43 15.93 14.43
1.48 27.85 30.27 27.19
4.45 11.92 13.11 11.85
5.73 15.14 16.77 15.02
5.47 21.00 23.36 21.00
11.20 35.65 39.03 35.21
7.43 15.50 17.01 15.46
4.83 8.53 9.34 8.44
4.99 30.74 33.02 30.30
5.03 24.16 26.41 23.90
11.12 8.88 9.43 8.66
3.36 10.45 11.52 10.45
6.01 31.01 32.41 29.99
2.95 21.95 23.72 21.50
29.64 10.08 11.07 9.91
30.90 8.30 8.64 7.74
8.65 30.00 31.22 28.41
8.36 20.70 23.24 20.70
2.64 26.06 28.70 25.88
5.07 32.89 35.40 32.09
2.33 25.48 27.83 25.18
2.27 37.30 42.67 37.30
4.90 12.88 13.16 12.14
7.55 13.96 15.39 13.80
13.64 9.75 10.96 9.75
1.96 16.16 17.79 16.16
7.36 14.15 14.91 13.70
